                                                QUERY PLAN                                                 
-----------------------------------------------------------------------------------------------------------
 Seq Scan on customers  (cost=0.00..2829.40 rows=1 width=246) (actual time=0.032..13.052 rows=244 loops=1)
   Filter: ((age = 26) AND ((gender)::text = 'F'::text))
   Rows Removed by Filter: 49756
 Planning Time: 0.105 ms
 Execution Time: 13.073 ms
(5 Zeilen)

            firstname             |             lastname             | gender | age 
----------------------------------+----------------------------------+--------+-----
 57f3c11dab1c59b5e16b288e7875043f | a3ff5454a2a8f11efdc71a4dc093c26c | F      |  26
 33efc46181c1d0744a386eb0d3713825 | de8397446baa8f9595e49954ae70afab | F      |  26
 6114b691b30245318e16b015072a5b6c | 4faddb4ba913e1ca6cfa436e185c6a6d | F      |  26
 71ea4723a4d8c4eed1a53339cf8a0f68 | 9012d1896e1869265610dc3d8cd8736c | F      |  26
 4f3a3ba5dd66e4fef812423fa4d1545d | 794bdc07221fd0bda2c08a56f377debe | F      |  26
 d27f2a92c1afe8c94fdfe397154a801b | 770c891a7d4566ccb1454389e4926530 | F      |  26
 bffa591dbdcf4778002b6a6a50474ab8 | 685515c482d35365a690750369e76b30 | F      |  26
 deb9236cabe04d800dab620e4adb6f4f | 0ccb3589bb29685e975b8ab01cf5b3e4 | F      |  26
 dbfbc6aa513756a194b0ab9e033ab57c | 5dd7cadbad25af654554f6e8c89a55d2 | F      |  26
 4c300486acbc965527870f37d45698e5 | 31313e388f70ea39f027df8b3a4a9773 | F      |  26
 98c8670bfbacc6da6b82e0f7cbafc9fc | ab231a2fafde3197ad3f05c57e57c000 | F      |  26
 21305ff24928cbdab1bb3e5d4f7858c7 | c605fc0dff0b479b38b1fef2b997dd23 | F      |  26
 94526d54301b28d2811b07baec545428 | 1a194320e0728f1d1321838ad8e9366f | F      |  26
 73ca38fb90c78faaca0d6e478ff3f071 | 88d16ea41d121902bdfaa5488104baf9 | F      |  26
 2c2c16f8cc202276350da850a4aafd0d | 6dfa6c09931b6a9cfdc8d3e23d60b46b | F      |  26
 d0517b2a4d2bf01cab94edd2b09ad8b8 | 22e568aaba12b5d61abd2b3f0bc1253e | F      |  26
 4a99972c1cb73d11ec890b7fa82abe59 | 8aa35f10dd1b7f8347e8f1c0f9723f46 | F      |  26
 c75e710a6cf568f239fdf4c5527b568b | 6018652464ad878e247a017343d704c6 | F      |  26
 9ba29b97a5c7864694569b26f16a3b93 | d8b92a871de771bbf034188de2f405c2 | F      |  26
 5639a2b45b97a74defffd067d5af33e4 | 27dde398266c4dc67f9d2c31878fefe3 | F      |  26
 07300e9c148cf7bd3ad35db00c45041c | f96aa4ecfc9e6cb390eea613d3c398f7 | F      |  26
 6eef8f9be3bd57e739a0944673b6f741 | dad3b6cdf029008784d6dd9159992ea5 | F      |  26
 35bd00b6c2e36beeb606286169f7d372 | 94d02c52b7f636dac7ceabec17647f0f | F      |  26
 432f00c0f5950194e6705af3f43572d3 | 0a9179763d477a5b2213818d4400f184 | F      |  26
 ecb3d9d246e07978794b321bdac6c357 | 08a0f56869bd6160d35e8d1ee1a10a2d | F      |  26
 899f7e4224a0b10699314d5346344b4b | 420d15794c4bd765da1fdad871ca26a6 | F      |  26
 05d91fbf5fa368a9b3e5a84760ead7b5 | d7740a3fd0698bdc19d360d961c53719 | F      |  26
 0cfaf648c28c214ab7929bf9a70153d1 | aea2717d31e7330e1e95a2b9260059f3 | F      |  26
 32fd5aacf3276dd24f1bcab12f9624e2 | 38172e85dd7086e8a8f90fb0fa13340c | F      |  26
 1834080bf99c057036fd42118764a179 | 596ee894cd8784bc68718521966a4cdd | F      |  26
 615f17ac27e2a79ed5080c06d552b7e1 | c6b37e5ce1fa026ac6ee27d5388387d0 | F      |  26
 11e26a834dd7742182354101e73d3d51 | e0368b505c06079f12b4afda5d7906cf | F      |  26
 80a8f6152a2a3e6039b63db063435996 | a9b98b33c77f5f44170414edc8306057 | F      |  26
 4a28180d1d039ae49407bac88cfcecbf | 303f8e7a0361b297262e08842cb16cb3 | F      |  26
 82877d94e916c9d4c9c182f70a3f68e6 | d89a0bc01f8477d449e313810ef4e84d | F      |  26
 f7d41fb5e72007ad8606c83e1efcfd7b | 6891b85725191ce85279d45310c6b16b | F      |  26
 132ca12357a5db8531cfef471a9f3288 | 2d744bbf7032a38da1881023f2adb51f | F      |  26
 78977be014e033255e6f80c736ac4829 | 85c44debbc96d368fc8b071258b23b67 | F      |  26
 5e05582ce2777003130f7826dfede54b | a06e3a21aa50cbc7d64653f228c86132 | F      |  26
 520b9a477d640a564d49292fbacfc042 | 13412f346aaabc2ee1b0d6ed1b4ba78b | F      |  26
 88175496582df84878937834b141e398 | 3d3be1724c8499c2f2d871c150a7d653 | F      |  26
 1a408daba28abc93130f6b1358ab8131 | 17dd6f85f22954d0a7ebf3b7f6f6b416 | F      |  26
 cc1908f94314e226fa6799bbc927f44b | f016774dac5f691e431c429d2db1cae1 | F      |  26
 8ada5bf57949783749a5b8cddd4c730f | 7098f093a935bd1e7844fecc9f35259c | F      |  26
 4fc89e108f8786e2c0923340a6a86822 | c25e2b19166882b47497104dc42bdfdb | F      |  26
 60035019cedb96445ff84cda939631c0 | 44049c842976757497674ce6ade4967a | F      |  26
 9d4aa67530b780446fe4aa672b6de717 | 2bf85f8f05599cb07e48f055ba4e15df | F      |  26
 19f6a059e8bbf9422f8e8811922bae43 | 94bb4d1813651917d02472a9e64f67fc | F      |  26
 1881fd137577e72997a02e3a895b05e4 | a2d83534f0c58275f3ec0508db2a10e0 | F      |  26
 6fcb364f24cb27981439b4b01956e2be | 107edf00f1f34952cbb71d4db82ee531 | F      |  26
 e559b1c2700d86a5276386557b62744b | ed89b76ef403b6914511893a08e7173d | F      |  26
 1de702786164043dc6f42de649b27da8 | d813b11dae67c28ff2f5667c04d9675c | F      |  26
 2ba300fee6c82da40fdd5f6e3c9da765 | 1b604c9ca6440cb3b0ee7bc501882aec | F      |  26
 6c2bce9a7874ef1ed7133fc9ebacf146 | a03ea385e8cf1742651c26cba56cc90c | F      |  26
 8066427129249bc435aeb7d63b0eb9ce | dbb194ba6d7c99e0b2ada84ab9004f6c | F      |  26
 f8eb78c21ccc58df1468e2193c2e74a9 | 0b1dbff186b36b5aeafc6f674ca3d850 | F      |  26
 5929bef7212df335c0d24d08390e6165 | 7120ce1c19635b9edf0cc390f50338fa | F      |  26
 3a6188b37e3a5dfdbaba71765a178073 | 4059b37fae2e72fcbfcca7361e527a04 | F      |  26
 8d9b1edd159eda1181b0322642d28129 | ad1b0133fd1b7c7fdd578633b004f126 | F      |  26
 682923122b1f5ad01eb19e34b7d5cd0d | 8bdc261628f11d7457aa3bb2c9fdb412 | F      |  26
 ab9cf51fad2ce6aeaba0a764051d1fc2 | 880a5eb095abddca462dd6d83685d5b9 | F      |  26
 30ea2fcd90e7b1af0483788393a130aa | f17c37109c025c296fba44db1923c62e | F      |  26
 4fac98b0481782eec391c55bcf818092 | 7f560db08839cb45dc6ec6f05033101a | F      |  26
 eda362459e939167a272e922fe872664 | 135ef060a9a3bdb68359b93e77136f0b | F      |  26
